	native	instrument	exclusive	mprotect
1	32.08933333	0	0.521856333	0.222420333
2	16.86066667	0	1.206867667	0.4068
4	9.404	0	2.560155333	0.769913667
8	5.665	0	5.762364667	1.395374667
16	3.771	0	10.34062	2.313275
32	2.938666667	0	19.92152567	4.079914333
64	2.77	0	54.67821567	7.548426
